year,age,sex,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
2003,41,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.491,89.243
2008,46,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.623,276.778
2004,44,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Y,5.140,170.695
2004,44,M,Divorced,White,College Grad,Middle Atlantic,Information,Good,Y,4.602,99.689
2005,46,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.000,148.413
2009,38,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.740,114.476
2008,36,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.857,128.680
2009,27,M,Never Married,Asian,College Grad,Middle Atlantic,Information,Very Good,Y,4.602,99.689
2008,33,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.857,128.680
2006,56,M,Married,Black,HS Grad,Middle Atlantic,Industrial,Good,Y,4.944,140.398
2005,52,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.716,111.721
2008,33,M,Never Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.833,125.525
2008,32,M,Married,Asian,College Grad,Middle Atlantic,Industrial,Very Good,N,4.544,94.073
2008,39,M,Divorced,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.778,118.884
2005,22,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.279,72.150
2009,53,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,N,4.653,104.922
2006,36,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,5.627,277.799
2005,37,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,N,4.301,73.776
2008,40,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.875,130.982
2005,51,M,Married,Black,HS Grad,Middle Atlantic,Industrial,Good,Y,4.359,78.215
2008,40,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.505,90.482
2006,56,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.763,117.147
2009,50,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.602,99.689
2009,49,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,5.114,166.325
2007,32,M,Married,White,< HS Grad,Middle Atlantic,Information,Very Good,N,4.398,81.283
2004,21,M,Never Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.431,84.046
2004,48,M,Married,White,College Grad,Middle Atlantic,Information,Good,Y,4.740,114.476
2007,48,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.301,73.776
2004,32,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.746,115.106
2003,30,M,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,3.971,53.028
2006,30,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,N,4.778,118.884
2003,33,M,Married,White,< HS Grad,Middle Atlantic,Information,Very Good,N,4.380,79.855
2005,56,M,Married,Asian,Advanced Degree,Middle Atlantic,Industrial,Very Good,N,4.033,56.454
2004,46,M,Divorced,Black,Some College,Middle Atlantic,Information,Very Good,Y,4.505,90.482
2003,49,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.653,104.922
2008,24,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.477,87.981
2009,48,M,Never Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.991,147.117
2006,37,M,Divorced,White,College Grad,Middle Atlantic,Industrial,Good,N,4.699,109.834
2007,53,M,Married,White,Some College,Middle Atlantic,Industrial,Good,Y,4.778,118.884
2004,56,M,Married,Black,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.954,141.775
2008,34,M,Married,Black,Some College,Middle Atlantic,Information,Very Good,N,4.690,108.875
2004,56,M,Married,White,Some College,Middle Atlantic,Industrial,Good,Y,4.653,104.922
2006,48,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.699,109.834
2006,47,M,Married,Black,HS Grad,Middle Atlantic,Industrial,Very Good,N,3.301,27.141
2003,52,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.255,70.476
2009,40,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,5.117,166.879
2008,25,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.845,127.116
2009,35,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.763,117.147
2006,40,M,Never Married,Black,Some College,Middle Atlantic,Information,Good,Y,4.643,103.902
2009,22,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,3.544,34.607
2003,50,M,Divorced,White,Some College,Middle Atlantic,Information,Good,Y,4.605,100.013
2008,48,M,Separated,White,< HS Grad,Middle Atlantic,Industrial,Very Good,N,4.172,64.869
2007,40,M,Never Married,Asian,Advanced Degree,Middle Atlantic,Industrial,Very Good,Y,4.699,109.834
2003,45,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.845,127.116
2004,30,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.740,114.476
2003,46,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.763,117.147
2008,34,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.903,134.705
2007,32,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,N,4.176,65.111
2004,53,M,Married,White,College Grad,Middle Atlantic,Industrial,Good,Y,4.964,143.135
2008,32,M,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,N,4.342,76.894
2004,39,M,Married,Black,College Grad,Middle Atlantic,Industrial,Very Good,N,4.602,99.689
2007,51,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.544,94.073
2004,40,M,Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.322,75.356
2009,66,M,Married,White,College Grad,Middle Atlantic,Information,Good,Y,4.845,127.116
2006,40,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,5.114,166.325
2009,52,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,N,4.892,133.232
2007,36,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.833,125.525
2007,32,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.494,89.492
2008,45,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,N,4.431,84.046
2006,37,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,5.130,169.074
2004,47,M,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.079,160.642
2008,49,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.971,144.171
2003,53,M,Married,White,< HS Grad,Middle Atlantic,Information,Very Good,N,4.301,73.776
2007,66,M,Divorced,Black,HS Grad,Middle Atlantic,Information,Good,Y,4.255,70.476
2006,33,M,Married,White,< HS Grad,Middle Atlantic,Information,Good,N,4.301,73.776
2004,58,M,Divorced,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.544,94.073
2008,41,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,N,4.421,83.191
2009,54,M,Married,Asian,Some College,Middle Atlantic,Information,Very Good,Y,4.903,134.705
2009,26,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.462,86.695
2008,24,M,Never Married,Other,HS Grad,Middle Atlantic,Industrial,Good,N,4.255,70.476
2007,62,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,N,4.875,130.982
2005,63,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.915,136.304
2005,26,M,Never Married,Asian,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.736,114.023
2004,45,M,Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.665,106.128
2003,23,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.477,87.981
2008,31,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,N,4.756,116.265
2003,44,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.964,143.135
2003,43,M,Never Married,White,< HS Grad,Middle Atlantic,Industrial,Good,Y,4.000,54.598
2004,48,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,3.875,48.186
2008,48,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.813,123.090
2006,55,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,N,4.767,117.584
2004,45,M,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.607,272.295
2008,48,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.978,145.144
2009,63,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.778,118.884
2004,57,M,Married,Black,HS Grad,Middle Atlantic,Information,Very Good,Y,4.580,97.493
2008,69,M,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.000,148.413
2009,31,M,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.845,127.116
2003,38,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.592,268.266
2005,43,M,Separated,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.699,109.834
2003,19,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,3.949,51.904
2005,44,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.740,114.476
2007,31,M,Married,Asian,College Grad,Middle Atlantic,Information,Very Good,N,4.903,134.705
2004,49,M,Never Married,Other,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.477,87.981
2006,29,M,Married,White,Some College,Middle Atlantic,Information,Good,Y,4.556,95.231
2008,26,M,Married,Other,Some College,Middle Atlantic,Information,Very Good,Y,4.342,76.894
2007,37,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.756,116.265
2006,30,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.398,81.283
2009,35,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.880,131.622
2004,40,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.763,117.147
2005,44,M,Divorced,Other,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.230,68.748
2004,65,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.833,125.525
2007,54,M,Married,Black,Some College,Middle Atlantic,Industrial,Very Good,Y,4.623,101.824
2009,56,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.944,140.398
2008,48,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.681,107.904
2009,37,M,Divorced,White,Some College,Middle Atlantic,Industrial,Good,N,4.061,58.015
2005,30,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.602,99.689
2005,46,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,N,4.447,85.384
2009,37,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.881,131.738
2005,58,M,Divorced,Black,HS Grad,Middle Atlantic,Information,Very Good,N,4.398,81.283
2007,52,M,Married,White,Some College,Middle Atlantic,Industrial,Good,Y,4.462,86.695
2006,45,M,Married,White,Some College,Middle Atlantic,Information,Good,Y,5.061,157.701
2008,33,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.176,65.115
2004,51,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,N,4.505,90.482
2008,50,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,N,3.845,46.763
2006,42,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.447,85.384
2004,46,M,Never Married,White,Some College,Middle Atlantic,Industrial,Good,Y,4.940,139.703
2005,43,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.000,148.413
2003,47,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.398,81.283
2005,47,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,N,4.778,118.884
2004,44,M,Married,White,College Grad,Middle Atlantic,Information,Good,N,4.265,71.152
2008,36,M,Married,Asian,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.176,65.111
2008,39,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.176,65.111
2003,29,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.833,125.525
2005,40,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.813,123.090
2007,20,M,Never Married,White,Some College,Middle Atlantic,Industrial,Good,Y,4.260,70.815
2004,32,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.724,112.649
2003,36,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.462,86.695
2009,31,M,Never Married,Black,Some College,Middle Atlantic,Industrial,Very Good,Y,4.415,82.680
2005,28,M,Married,Asian,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.875,130.982
2005,41,M,Divorced,Other,Some College,Middle Atlantic,Information,Good,Y,4.763,117.147
2004,54,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,5.176,176.990
2004,42,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.778,118.884
2003,19,M,Never Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.230,68.748
2009,59,M,Married,White,Some College,Middle Atlantic,Information,Good,N,5.591,267.901
2003,64,M,Never Married,White,Some College,Middle Atlantic,Information,Good,Y,4.602,99.689
2003,31,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.529,92.658
2004,37,M,Never Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.699,109.834
2004,30,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.477,87.981
2005,24,M,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.778,118.884
2006,26,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.318,75.043
2004,44,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.740,114.476
2008,39,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.623,276.778
2005,48,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.626,277.601
2004,53,M,Never Married,Black,HS Grad,Middle Atlantic,Industrial,Good,Y,4.389,80.573
2004,42,M,Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.740,114.476
2009,44,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Y,5.114,166.325
2003,25,M,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.447,85.384
2004,46,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,3.778,43.735
2003,52,M,Married,White,Some College,Middle Atlantic,Information,Very Good,N,4.623,101.824
2008,33,M,Married,White,Some College,Middle Atlantic,Information,Good,Y,4.477,87.981
2007,30,M,Married,Black,Some College,Middle Atlantic,Information,Very Good,N,4.799,121.430
2007,38,M,Never Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.699,109.834
2005,29,M,Never Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.380,79.855
2008,57,M,Married,Asian,College Grad,Middle Atlantic,Industrial,Good,Y,4.845,127.116
2003,50,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.747,115.286
2008,23,M,Never Married,White,Some College,Middle Atlantic,Industrial,Good,N,4.591,98.602
2006,46,M,Divorced,White,Some College,Middle Atlantic,Information,Very Good,Y,4.973,144.478
2005,61,M,Married,White,College Grad,Middle Atlantic,Industrial,Good,Y,4.914,136.158
2007,70,M,Married,White,< HS Grad,Middle Atlantic,Information,Very Good,N,4.613,100.764
2009,59,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.342,76.894
2003,57,M,Married,Black,HS Grad,Middle Atlantic,Industrial,Good,Y,4.505,90.482
2003,25,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.462,86.695
2005,48,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.820,123.909
2009,52,M,Married,Asian,Advanced Degree,Middle Atlantic,Information,Good,N,4.176,65.111
2009,44,M,Separated,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.881,131.738
2004,40,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.204,66.962
2008,43,M,Married,White,College Grad,Middle Atlantic,Information,Good,Y,5.279,196.125
2005,51,M,Married,White,Some College,Middle Atlantic,Industrial,Good,Y,5.114,166.325
2003,43,M,Married,Asian,< HS Grad,Middle Atlantic,Information,Very Good,N,4.176,65.111
2003,42,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.792,120.589
2008,28,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.623,101.824
2003,54,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,N,5.000,148.413
2005,34,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.069,159.052
2004,50,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.699,109.834
2005,36,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.942,140.051
2005,36,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.885,132.352
2005,71,M,Widowed,White,Some College,Middle Atlantic,Industrial,Good,Y,4.778,118.884
2006,31,M,Never Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.580,97.493
2005,43,M,Married,White,Advanced Degree,Middle Atlantic,Information,Good,Y,4.903,134.705
2007,20,M,Never Married,White,Some College,Middle Atlantic,Industrial,Good,N,4.279,72.150
2007,23,M,Never Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.477,87.981
2007,42,M,Divorced,White,HS Grad,Middle Atlantic,Industrial,Good,N,3.903,49.555
2005,41,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.004,149.056
2009,27,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.806,122.264
2008,29,M,Married,White,Some College,Middle Atlantic,Industrial,Good,N,4.623,101.824
2008,41,M,Divorced,White,Some College,Middle Atlantic,Industrial,Good,Y,4.602,99.689
2003,41,M,Married,Black,HS Grad,Middle Atlantic,Industrial,Good,Y,4.653,104.922
2003,22,M,Never Married,White,Some College,Middle Atlantic,Information,Good,N,4.398,81.283
2003,39,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.301,73.776
2008,50,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,N,4.415,82.680
2006,49,M,Never Married,White,College Grad,Middle Atlantic,Industrial,Good,Y,5.000,148.413
2003,42,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.778,118.884
2008,38,M,Married,Black,HS Grad,Middle Atlantic,Information,Very Good,Y,4.863,129.454
2004,55,M,Married,White,College Grad,Middle Atlantic,Information,Good,N,4.903,134.705
2005,47,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.380,79.855
2007,52,M,Married,Other,< HS Grad,Middle Atlantic,Information,Very Good,N,4.221,68.112
2009,56,M,Divorced,White,College Grad,Middle Atlantic,Industrial,Very Good,N,3.699,40.406
2007,30,M,Married,White,Some College,Middle Atlantic,Information,Very Good,N,4.881,131.738
2005,56,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,N,4.903,134.705
2003,46,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.740,114.476
2009,43,M,Married,White,< HS Grad,Middle Atlantic,Information,Very Good,N,4.839,126.324
2003,35,M,Married,White,Some College,Middle Atlantic,Industrial,Good,Y,4.760,116.707
2009,58,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.699,109.834
2009,69,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.397,81.227
2006,68,M,Divorced,White,HS Grad,Middle Atlantic,Information,Good,Y,4.477,87.981
2004,52,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.845,127.116
2005,46,M,Never Married,Black,College Grad,Middle Atlantic,Information,Good,Y,4.653,104.922
2007,39,M,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.681,107.904
2009,66,M,Married,White,College Grad,Middle Atlantic,Industrial,Good,N,4.699,109.834
2005,30,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Y,4.763,117.147
2006,30,M,Divorced,White,Some College,Middle Atlantic,Industrial,Very Good,Y,4.681,107.904
2005,43,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.279,72.150
2008,49,M,Married,White,Advanced Degree,Middle Atlantic,Industrial,Very Good,Y,5.079,160.642
2005,54,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.000,148.413
2008,48,M,Divorced,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.964,143.135
2008,37,M,Separated,Black,Some College,Middle Atlantic,Information,Very Good,N,4.580,97.493
2007,46,M,Married,White,College Grad,Middle Atlantic,Information,Good,Y,4.954,141.775
2007,53,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,5.000,148.413
2009,31,M,Never Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.699,109.834
2006,18,M,Never Married,White,Some College,Middle Atlantic,Information,Very Good,N,4.079,59.097
2003,49,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.027,152.528
2006,39,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.398,81.283
2003,40,M,Married,White,HS Grad,Middle Atlantic,Information,Good,N,3.778,43.735
2008,37,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.568,96.371
2006,24,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.623,101.824
2007,35,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.875,130.982
2007,27,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.415,82.680
2003,44,M,Never Married,Asian,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.875,130.982
2008,46,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,N,4.491,89.243
2005,40,M,Married,White,Some College,Middle Atlantic,Information,Good,N,4.444,85.119
2007,39,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.114,166.325
2008,42,M,Never Married,White,< HS Grad,Middle Atlantic,Industrial,Good,Y,4.613,100.764
2003,37,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.602,99.689
2008,58,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.813,123.090
2005,40,M,Married,Asian,Advanced Degree,Middle Atlantic,Industrial,Very Good,Y,5.097,163.516
2003,27,M,Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.447,85.384
2003,31,M,Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.322,75.356
2008,44,M,Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.176,65.111
2003,38,M,Divorced,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.529,92.658
2004,34,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,N,4.924,137.590
2005,41,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.904,134.852
2007,20,M,Never Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,N,4.283,72.479
2008,28,M,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.185,178.533
2009,55,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.591,98.599
2008,38,M,Married,White,College Grad,Middle Atlantic,Information,Good,N,4.748,115.375
2005,33,M,Never Married,Black,HS Grad,Middle Atlantic,Industrial,Good,N,4.301,73.776
2009,43,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,3.602,36.674
2006,50,M,Married,Asian,College Grad,Middle Atlantic,Information,Very Good,Y,4.813,123.090
2008,55,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.477,87.981
2005,24,M,Never Married,Black,Some College,Middle Atlantic,Information,Very Good,N,4.303,73.936
2008,41,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,5.176,176.990
2009,37,M,Divorced,White,College Grad,Middle Atlantic,Information,Good,N,4.778,118.884
2005,42,M,Married,White,Some College,Middle Atlantic,Information,Good,Y,4.903,134.705
2004,25,M,Never Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.505,90.482
2005,45,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,5.000,148.413
2009,40,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.398,81.283
2004,43,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.875,130.982
2006,50,M,Married,White,Some College,Middle Atlantic,Industrial,Very Good,Y,5.176,176.990
2003,42,M,Never Married,White,HS Grad,Middle Atlantic,Information,Good,Y,4.415,82.680
2003,38,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.881,131.738
2006,44,M,Divorced,White,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.415,82.680
2007,19,M,Never Married,White,Some College,Middle Atlantic,Industrial,Good,N,3.724,41.441
2004,44,M,Never Married,White,Some College,Middle Atlantic,Information,Very Good,Y,4.763,117.147
2003,26,M,Never Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.301,73.776
2005,54,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.462,86.695
2006,32,M,Married,White,College Grad,Middle Atlantic,Industrial,Very Good,Y,4.602,99.689
2008,49,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,Y,4.954,141.775
2005,35,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,N,4.260,70.815
2007,34,M,Married,White,< HS Grad,Middle Atlantic,Information,Very Good,N,4.279,72.150
2003,23,M,Never Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,N,4.000,54.598
2008,60,M,Married,Asian,Some College,Middle Atlantic,Information,Good,Y,4.845,127.116
2006,54,M,Married,White,Advanced Degree,Middle Atlantic,Information,Good,Y,4.301,73.776
2003,31,M,Married,Black,Some College,Middle Atlantic,Information,Very Good,N,4.940,139.703
2006,47,M,Married,White,College Grad,Middle Atlantic,Information,Very Good,N,5.079,160.642
2003,48,M,Divorced,White,HS Grad,Middle Atlantic,Industrial,Good,N,3.176,23.953
2005,48,M,Married,White,College Grad,Middle Atlantic,Information,Good,Y,4.748,115.375
2004,35,M,Married,White,HS Grad,Middle Atlantic,Information,Good,N,4.740,114.476
2006,55,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.845,127.116
2004,35,M,Married,White,Advanced Degree,Middle Atlantic,Information,Very Good,Y,4.924,137.590
2009,37,M,Married,Asian,College Grad,Middle Atlantic,Information,Very Good,Y,5.176,176.990
2003,27,M,Never Married,Black,HS Grad,Middle Atlantic,Information,Very Good,N,3.147,23.275
2007,64,M,Married,White,HS Grad,Middle Atlantic,Information,Very Good,Y,4.505,90.482
2003,52,M,Divorced,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.301,73.776
2007,47,M,Separated,Black,< HS Grad,Middle Atlantic,Information,Very Good,N,4.415,82.680
2003,26,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,N,4.041,56.906
2005,41,M,Married,White,< HS Grad,Middle Atlantic,Industrial,Very Good,N,4.857,128.680
2009,22,M,Never Married,White,HS Grad,Middle Atlantic,Industrial,Very Good,Y,4.318,75.043
2004,76,M,Married,White,Some College,Middle Atlantic,Industrial,Good,N,4.301,73.776
2006,46,M,Married,White,HS Grad,Middle Atlantic,Industrial,Good,Y,4.683,108.066
